num_topics,coherence,silhouette,num_tokens,ngram_range,min_topic_size,n_neighbors,n_components
44,0.4311985377524355,-0.023205431,7,"(1, 1)",10,8,6
3,0.3858264650098044,0.00900307,7,"(1, 1)",10,12,2
44,0.41233338096760247,-0.028285163,7,"(1, 1)",10,12,6
3,0.568812292267812,-0.010825791,7,"(1, 1)",10,16,2
42,0.408188531521959,-0.024103759,7,"(1, 1)",10,16,6
3,0.6365664538967217,-0.0017799692,7,"(1, 1)",13,4,2
37,0.4223231148646859,-0.024696033,7,"(1, 1)",13,4,6
37,0.39904291888525056,-0.025696011,7,"(1, 1)",13,8,2
35,0.42139365332299794,-0.020496897,7,"(1, 1)",13,8,6
3,0.374313829281375,0.004458954,7,"(1, 1)",13,12,2
30,0.4198194044765221,-0.023128945,7,"(1, 1)",13,12,6
3,0.3084298786434824,0.0045316746,7,"(1, 1)",13,16,2
27,0.4271343701417607,-0.025217248,7,"(1, 1)",13,16,6
39,0.3869023189234738,-0.03139948,7,"(1, 1)",15,4,2
26,0.42411782789892516,-0.030537013,7,"(1, 1)",15,4,6
33,0.39195048422274464,-0.02627122,7,"(1, 1)",15,8,2
28,0.42554750280319326,-0.02037779,7,"(1, 1)",15,8,6
3,0.35870455719225985,0.008405892,7,"(1, 1)",15,12,2
28,0.4340879936644254,-0.0267936,7,"(1, 1)",15,12,6
3,0.3302365605891504,0.00924732,7,"(1, 1)",15,16,2
25,0.42449110551706054,-0.025701081,7,"(1, 1)",15,16,6
5,0.3806434116912641,-0.004324577,7,"(1, 1)",18,4,2
20,0.47086880698160166,-0.02708638,7,"(1, 1)",18,4,6
3,0.3965331261098933,0.003772379,7,"(1, 1)",18,8,2
23,0.43081935215948064,-0.022168957,7,"(1, 1)",18,8,6
3,0.3683008516118476,0.008333959,7,"(1, 1)",18,12,2
22,0.44122903111976286,-0.022914259,7,"(1, 1)",18,12,6
3,0.3652740576584181,0.006420635,7,"(1, 1)",18,16,2
20,0.4305678885754783,-0.019463353,7,"(1, 1)",18,16,6
4,0.3664219771313819,-0.0010802925,7,"(1, 1)",20,4,2
20,0.46705531988853116,-0.02420005,7,"(1, 1)",20,4,6
3,0.3686473337953741,0.0031047333,7,"(1, 1)",20,8,2
20,0.45581648192499635,-0.021360336,7,"(1, 1)",20,8,6
3,0.3702099723721413,0.0063984566,7,"(1, 1)",20,12,2
18,0.448503494271073,-0.018875957,7,"(1, 1)",20,12,6
3,0.3830860106816347,0.0053886934,7,"(1, 1)",20,16,2
19,0.43863384535988115,-0.019644586,7,"(1, 1)",20,16,6
3,0.7185861605027988,-0.0026724753,7,"(1, 2)",10,4,2
56,0.41806133933334205,-0.025857603,7,"(1, 2)",10,4,6
49,0.4426808583038285,-0.023673594,7,"(1, 2)",10,8,2
44,0.4799040798132076,-0.023205431,7,"(1, 2)",10,8,6
3,0.28709940006173257,0.00900307,7,"(1, 2)",10,12,2
44,0.4638966119369968,-0.028285163,7,"(1, 2)",10,12,6
3,0.6076882755760008,-0.010825791,7,"(1, 2)",10,16,2
42,0.4420561112960062,-0.024103759,7,"(1, 2)",10,16,6
3,0.7185861605027988,-0.0017799692,7,"(1, 2)",13,4,2
37,0.44348583451880774,-0.024696033,7,"(1, 2)",13,4,6
37,0.42993216877969587,-0.025696011,7,"(1, 2)",13,8,2
35,0.4578211576373696,-0.020496897,7,"(1, 2)",13,8,6
3,0.5236030049551099,0.004458954,7,"(1, 2)",13,12,2
30,0.4513689179785185,-0.023128945,7,"(1, 2)",13,12,6
3,0.3240236899164753,0.0045316746,7,"(1, 2)",13,16,2
27,0.4588273807117183,-0.025217248,7,"(1, 2)",13,16,6
39,0.42706097100329543,-0.03139948,7,"(1, 2)",15,4,2
26,0.4427923526318899,-0.030537013,7,"(1, 2)",15,4,6
33,0.4166068825059507,-0.02627122,7,"(1, 2)",15,8,2
28,0.454424239048781,-0.02037779,7,"(1, 2)",15,8,6
3,0.38659513669218354,0.008405892,7,"(1, 2)",15,12,2
28,0.46907289247407535,-0.0267936,7,"(1, 2)",15,12,6
3,0.30598328201392677,0.00924732,7,"(1, 2)",15,16,2
25,0.45792546222493086,-0.025701081,7,"(1, 2)",15,16,6
5,0.35611973848943335,-0.004324577,7,"(1, 2)",18,4,2
20,0.48539848652856854,-0.02708638,7,"(1, 2)",18,4,6
3,0.4133407734027685,0.003772379,7,"(1, 2)",18,8,2
23,0.4547651712737745,-0.022168957,7,"(1, 2)",18,8,6
3,0.3961914311117713,0.008333959,7,"(1, 2)",18,12,2
22,0.48661795369097427,-0.022914259,7,"(1, 2)",18,12,6
3,0.34274257348101317,0.006420635,7,"(1, 2)",18,16,2
20,0.4652251760061278,-0.019463353,7,"(1, 2)",18,16,6
4,0.3500713833322491,-0.0010802925,7,"(1, 2)",20,4,2
20,0.4866491616518725,-0.02420005,7,"(1, 2)",20,4,6
3,0.3778875997536466,0.0031047333,7,"(1, 2)",20,8,2
20,0.47006270311325427,-0.021360336,7,"(1, 2)",20,8,6
3,0.398100551872065,0.0063984566,7,"(1, 2)",20,12,2
18,0.46784122220326185,-0.018875957,7,"(1, 2)",20,12,6
3,0.40640409308538605,0.0053886934,7,"(1, 2)",20,16,2
19,0.43696077872449407,-0.019644586,7,"(1, 2)",20,16,6
53,0.39839232290504906,-0.021628179,8,"(1, 1)",10,4,2
52,0.4162212762414601,-0.026773188,8,"(1, 1)",10,4,6
47,0.39032733591591656,-0.02280358,8,"(1, 1)",10,8,2
39,0.44798210559054197,-0.0194774,8,"(1, 1)",10,8,6
44,0.4014763926157583,-0.021834152,8,"(1, 1)",10,12,2
42,0.43421909579550594,-0.02190455,8,"(1, 1)",10,12,6
45,0.38549942052715347,-0.02119475,8,"(1, 1)",10,16,2
35,0.4090657370724321,-0.02234122,8,"(1, 1)",10,16,6
43,0.38760104938917056,-0.028620293,8,"(1, 1)",13,4,2
33,0.4384627893375799,-0.019611636,8,"(1, 1)",13,4,6
6,0.35288301090155055,-0.0071496866,8,"(1, 1)",13,8,2
30,0.45023134882464527,-0.020396197,8,"(1, 1)",13,8,6
33,0.404513158155309,-0.024232564,8,"(1, 1)",13,12,2
33,0.40990678639716155,-0.029201131,8,"(1, 1)",13,12,6
34,0.4328558965895784,-0.024218312,8,"(1, 1)",13,16,2
27,0.424576073794201,-0.021127611,8,"(1, 1)",13,16,6
33,0.37656141816433697,-0.0305328,8,"(1, 1)",15,4,2
26,0.4498836434322627,-0.022686787,8,"(1, 1)",15,4,6
24,0.410132649868526,-0.016650898,8,"(1, 1)",15,8,2
27,0.44290827481715206,-0.024459638,8,"(1, 1)",15,8,6
29,0.3998352877411189,-0.026313802,8,"(1, 1)",15,12,2
23,0.44500564670736475,-0.020598272,8,"(1, 1)",15,12,6
28,0.41887174952938544,-0.025911454,8,"(1, 1)",15,16,2
24,0.4266453638142802,-0.020188939,8,"(1, 1)",15,16,6
5,0.3972377954477386,-0.014697857,8,"(1, 1)",18,4,2
21,0.4581897726134845,-0.02193669,8,"(1, 1)",18,4,6
3,0.3877685841777531,0.0010823347,8,"(1, 1)",18,8,2
19,0.4621993348214744,-0.023062358,8,"(1, 1)",18,8,6
4,0.4144419952115731,-0.0019267319,8,"(1, 1)",18,12,2
19,0.4383560880024173,-0.017533097,8,"(1, 1)",18,12,6
26,0.44746132916200626,-0.026183687,8,"(1, 1)",18,16,2
19,0.43644214628221545,-0.021501325,8,"(1, 1)",18,16,6
4,0.42641289643112573,-0.009868579,8,"(1, 1)",20,4,2
21,0.45189831306027745,-0.022345036,8,"(1, 1)",20,4,6
4,0.538070331164678,-0.0148064615,8,"(1, 1)",20,8,2
11,0.4136237949311888,-0.014205074,8,"(1, 1)",20,8,6
4,0.3707702678418206,-0.0018104583,8,"(1, 1)",20,12,2
18,0.4298785737805746,-0.014894411,8,"(1, 1)",20,12,6
3,0.4781486578744234,0.0013954097,8,"(1, 1)",20,16,2
17,0.43440383549950756,-0.01911278,8,"(1, 1)",20,16,6
53,0.43551246192723403,-0.021628179,8,"(1, 2)",10,4,2
52,0.4666350422489287,-0.026773188,8,"(1, 2)",10,4,6
47,0.43010393511340234,-0.02280358,8,"(1, 2)",10,8,2
39,0.4850245890243978,-0.0194774,8,"(1, 2)",10,8,6
44,0.4267260409315499,-0.021834152,8,"(1, 2)",10,12,2
42,0.48704036678178914,-0.02190455,8,"(1, 2)",10,12,6
45,0.43717191980393316,-0.02119475,8,"(1, 2)",10,16,2
35,0.4388967666084088,-0.02234122,8,"(1, 2)",10,16,6
43,0.4292992302160328,-0.028620293,8,"(1, 2)",13,4,2
33,0.48131996628521684,-0.019611636,8,"(1, 2)",13,4,6
6,0.37702062225995864,-0.0071496866,8,"(1, 2)",13,8,2
30,0.4663603039197632,-0.020396197,8,"(1, 2)",13,8,6
33,0.40344429533002635,-0.024232564,8,"(1, 2)",13,12,2
33,0.44818787486418005,-0.029201131,8,"(1, 2)",13,12,6
34,0.4563331223540368,-0.024218312,8,"(1, 2)",13,16,2
27,0.4485750585231316,-0.021127611,8,"(1, 2)",13,16,6
33,0.40794918678639225,-0.0305328,8,"(1, 2)",15,4,2
26,0.49715212071692455,-0.022686787,8,"(1, 2)",15,4,6
24,0.4145261510930949,-0.016650898,8,"(1, 2)",15,8,2
27,0.47707544222937953,-0.024459638,8,"(1, 2)",15,8,6
29,0.42309867568829945,-0.026313802,8,"(1, 2)",15,12,2
23,0.47100952818159414,-0.020598272,8,"(1, 2)",15,12,6
28,0.45795259368002883,-0.025911454,8,"(1, 2)",15,16,2
24,0.4387724713910644,-0.020188939,8,"(1, 2)",15,16,6
5,0.43590976664061376,-0.014697857,8,"(1, 2)",18,4,2
21,0.502682347249566,-0.02193669,8,"(1, 2)",18,4,6
3,0.35070014988464493,0.0010823347,8,"(1, 2)",18,8,2
19,0.46198207706405736,-0.023062358,8,"(1, 2)",18,8,6
4,0.39286974629104754,-0.0019267319,8,"(1, 2)",18,12,2
19,0.4542548430167656,-0.017533097,8,"(1, 2)",18,12,6
26,0.46800914055794796,-0.026183687,8,"(1, 2)",18,16,2
19,0.4477653031507794,-0.021501325,8,"(1, 2)",18,16,6
4,0.457511542387823,-0.009868579,8,"(1, 2)",20,4,2
21,0.49268361900931523,-0.022345036,8,"(1, 2)",20,4,6
4,0.5235842742361779,-0.0148064615,8,"(1, 2)",20,8,2
11,0.42608508291052716,-0.014205074,8,"(1, 2)",20,8,6
4,0.34623329612143106,-0.0018104583,8,"(1, 2)",20,12,2
18,0.45285974681758706,-0.014894411,8,"(1, 2)",20,12,6
3,0.44122148659082977,0.0013954097,8,"(1, 2)",20,16,2
17,0.44726398551668906,-0.01911278,8,"(1, 2)",20,16,6
3,0.3295517526016818,-0.0021556672,9,"(1, 1)",10,4,2
44,0.39505813770512677,-0.018784786,9,"(1, 1)",10,4,6
3,0.3641711042848599,0.002968362,9,"(1, 1)",10,8,2
3,0.38661029087844817,-0.008600714,9,"(1, 1)",10,8,6
3,0.5931549886786642,-0.014218536,9,"(1, 1)",10,12,2
31,0.43538569932920407,-0.014469087,9,"(1, 1)",10,12,6
3,0.5562329980403846,0.0015880081,9,"(1, 1)",10,16,2
3,0.3912952999329559,-0.0038457683,9,"(1, 1)",10,16,6
3,0.3295517526016818,-0.00082769693,9,"(1, 1)",13,4,2
28,0.41724628360730914,-0.014989943,9,"(1, 1)",13,4,6
3,0.41503253043983274,0.0011032044,9,"(1, 1)",13,8,2
3,0.3797683631021311,-0.004142477,9,"(1, 1)",13,8,6
3,0.5931549886786642,-0.014218536,9,"(1, 1)",13,12,2
26,0.43168797669515335,-0.019685986,9,"(1, 1)",13,12,6
2,0.39341595486724784,0.016254306,9,"(1, 1)",13,16,2
23,0.4520550450155937,-0.02187623,9,"(1, 1)",13,16,6
3,0.36898082344185945,-0.0008660979,9,"(1, 1)",15,4,2
21,0.42045188592881155,-0.011933359,9,"(1, 1)",15,4,6
3,0.4099578958658407,0.0007020313,9,"(1, 1)",15,8,2
3,0.37182057227794396,-0.0018624982,9,"(1, 1)",15,8,6
3,0.35596731751871064,0.002244698,9,"(1, 1)",15,12,2
21,0.41787635644117427,-0.023068203,9,"(1, 1)",15,12,6
3,0.4175327516375584,-0.0012325454,9,"(1, 1)",15,16,2
3,0.3455965638820267,-0.0025290665,9,"(1, 1)",15,16,6
3,0.343456488794385,0.0039977045,9,"(1, 1)",18,4,2
18,0.4432603635706052,-0.016358528,9,"(1, 1)",18,4,6
3,0.44619226828702746,0.002662051,9,"(1, 1)",18,8,2
3,0.4058681335672952,-0.0005956428,9,"(1, 1)",18,8,6
3,0.3491954689188117,0.006030486,9,"(1, 1)",18,12,2
16,0.38625790034987983,-0.016684586,9,"(1, 1)",18,12,6
3,0.3400306666488733,0.007133089,9,"(1, 1)",18,16,2
19,0.4349136378819225,-0.023178745,9,"(1, 1)",18,16,6
3,0.34454663479012754,0.00037008405,9,"(1, 1)",20,4,2
16,0.4587396571163052,-0.014601504,9,"(1, 1)",20,4,6
3,0.42786166085227,0.0056013567,9,"(1, 1)",20,8,2
3,0.40772798134406774,0.00056854595,9,"(1, 1)",20,8,6
3,0.3767566306097745,0.0071719997,9,"(1, 1)",20,12,2
15,0.3901287119525794,-0.015996864,9,"(1, 1)",20,12,6
3,0.377006327175448,0.007421872,9,"(1, 1)",20,16,2
16,0.40504403274685896,-0.021084998,9,"(1, 1)",20,16,6
3,0.3175669084080883,-0.0021556672,9,"(1, 2)",10,4,2
44,0.43342912632086733,-0.018784786,9,"(1, 2)",10,4,6
3,0.33536915919501203,0.002968362,9,"(1, 2)",10,8,2
3,0.38046926597248915,-0.008600714,9,"(1, 2)",10,8,6
3,0.6227684832692505,-0.014218536,9,"(1, 2)",10,12,2
31,0.4689074830843912,-0.014469087,9,"(1, 2)",10,12,6
3,0.5856071901603673,0.0015880081,9,"(1, 2)",10,16,2
3,0.3533480758440109,-0.0038457683,9,"(1, 2)",10,16,6
3,0.3175669084080883,-0.00082769693,9,"(1, 2)",13,4,2
28,0.4538675652357754,-0.014989943,9,"(1, 2)",13,4,6
3,0.4237727740702824,0.0011032044,9,"(1, 2)",13,8,2
3,0.36976491668433314,-0.004142477,9,"(1, 2)",13,8,6
3,0.6227684832692505,-0.014218536,9,"(1, 2)",13,12,2
26,0.45699431438336663,-0.019685986,9,"(1, 2)",13,12,6
2,0.3715678703636457,0.016254306,9,"(1, 2)",13,16,2
23,0.479413977538983,-0.02187623,9,"(1, 2)",13,16,6
3,0.3572670112355128,-0.0008660979,9,"(1, 2)",15,4,2
21,0.4587894281528574,-0.011933359,9,"(1, 2)",15,4,6
3,0.3615677887447151,0.0007020313,9,"(1, 2)",15,8,2
3,0.3607011195228025,-0.0018624982,9,"(1, 2)",15,8,6
3,0.31710244518306197,0.002244698,9,"(1, 2)",15,12,2
21,0.45083087297946944,-0.023068203,9,"(1, 2)",15,12,6
3,0.4543158722293296,-0.0012325454,9,"(1, 2)",15,16,2
3,0.33289301150443357,-0.0025290665,9,"(1, 2)",15,16,6
3,0.34564867511366465,0.0039977045,9,"(1, 2)",18,4,2
18,0.4558487796240447,-0.016358528,9,"(1, 2)",18,4,6
3,0.37010210758735235,0.002662051,9,"(1, 2)",18,8,2
3,0.39586468714949735,-0.0005956428,9,"(1, 2)",18,8,6
3,0.3293407642833141,0.006030486,9,"(1, 2)",18,12,2
16,0.4055595670007276,-0.016684586,9,"(1, 2)",18,12,6
3,0.3680199763751761,0.007133089,9,"(1, 2)",18,16,2
19,0.44684059154219674,-0.023178745,9,"(1, 2)",18,16,6
3,0.3506814467895994,0.00037008405,9,"(1, 2)",20,4,2
16,0.4810099283759633,-0.014601504,9,"(1, 2)",20,4,6
3,0.37020404465354195,0.0056013567,9,"(1, 2)",20,8,2
3,0.39772453492626986,0.00056854595,9,"(1, 2)",20,8,6
3,0.40474594033607714,0.0071719997,9,"(1, 2)",20,12,2
15,0.3982563034417853,-0.015996864,9,"(1, 2)",20,12,6
3,0.3571516225399504,0.007421872,9,"(1, 2)",20,16,2
16,0.41858024399012805,-0.021084998,9,"(1, 2)",20,16,6
